Не	не=PRCL	не=PRCL
столь	столь=ADVB
дельта	дельта=NOUN,inan,femn,sing,nomn
)	)=PNCT

γ	γ=UNKN
(	(=PNCT
гамма	гамма=NOUN,inan,femn,sing,nomn
)	)=PNCT

η	η=UNKN
(	(=PNCT
эта	этот=ADJF,Apro,femn,sing,nomn
)	)=PNCT

λ	λ=UNKN
(	(=PNCT
лямбда	лямбда=NOUN,inan,femn,sing,nomn
)	)=PNCT

1986U2R	1986U2R=UNKN
/	/=PNCT
ζ	ζ=UNKN
(	(=PNCT
дзета	дзета=NOUN,inan,femn,sing,nomn
)	)=PNCT

Внешняя	внешний=ADJF,femn,sing,nomn
система	система=NOUN,inan,femn,sing,nomn
колец	кольцо=NOUN,inan,neut,plur,gent

1	1=UNKN
.	.=PNCT
Кольца	кольцо=NOUN,inan,neut,plur,nomn
Урана	уран=NOUN,inan,masc,sing,gent
были	есть=VERB,impf,intr,plur,past,indc
замечены	замечен=PRTS,perf,past,pssv,plur
в	в=PREP
1700-х	1700-х=UNKN
?	?=PNCT
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT
,	,=PNCT
BBC	BBC=UNKN
(	(=PNCT
19	19=UNKN
апреля	апрель=NOUN,inan,masc,sing,gent
2007	2007=UNKN
)	)=PNCT
.	.=PNCT
Проверено	проверен=PRTS,perf,past,pssv,neut,sing
19	19=UNKN
апреля	апрель=NOUN,inan,masc,sing,gent
2007	2007=UNKN
.	.=PNCT

14	14=UNKN
.	.=PNCT
Imke	Imke=UNKN
de	de=UNKN
Pater	Pater=UNKN
,	,=PNCT
H	H=UNKN
.	.=PNCT
B	B=UNKN
.	.=PNCT
Hammel	Hammel=UNKN
,	,=PNCT
Mark	Mark=UNKN
R	R=UNKN
.	.=PNCT
Showalter	Showalter=UNKN
,	,=PNCT
Marcos	Marcos=UNKN
A	A=UNKN
.	.=PNCT
Van	Van=UNKN
Dam	Dam=UNKN
.	.=PNCT
Тёмная	тёмный=ADJF,Qual,femn,sing,nomn
сторона	сторона=NOUN,inan,femn,sing,nomn
колец	кольцо=NOUN,inan,neut,plur,gent
Урана	уран=NOUN,inan,masc,sing,gent
//	//=PNCT
Science	Science=UNKN
.	.=PNCT
—	—=UNKN
2007	2007=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
1888	1888=UNKN
—	—=UNKN
1890	1890=UNKN
.	.=PNCT

19	19=UNKN
.	.=PNCT
E	E=UNKN
.	.=PNCT
C	C=UNKN
.	.=PNCT
Stone	Stone=UNKN
,	,=PNCT
Miner	Miner=UNKN
,	,=PNCT
E	E=UNKN
.	.=PNCT
D	D=UNKN
.	.=PNCT
Вояджер-2	Вояджер-2=UNKN
вошёл	вошёл=VERB,perf,intr,masc,sing,past,indc
в	в=PREP
систему	система=NOUN,inan,femn,sing,accs
Урана	уран=NOUN,inan,masc,sing,gent
//	//=PNCT
Science	Science=UNKN
.	.=PNCT
—	—=UNKN
1986	1986=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
39	39=UNKN
—	—=UNKN
43	43=UNKN
.	.=PNCT

Брюшная	брюшной=ADJF,femn,sing,nomn
сторона	сторона=NOUN,inan,femn,sing,nomn
серая	серый=ADJF,Qual,femn,sing,nomn
.	.=PNCT

Моногам	моногам=UNKN
.	.=PNCT

Изредка	изредка=ADVB
употребляет	употребляю=VERB,impf,tran,sing,3per,pres,indc
в	в=PREP
пищу	пища=NOUN,inan,femn,sing,accs
рыбу	рыба=NOUN,anim,femn,sing,accs
.	.=PNCT

Ранняя	ранний=ADJF,femn,sing,nomn
история	история=NOUN,inan,femn,sing,nomn

—	—=UNKN
Кто	кто=NPRO,masc,sing,nomn
здесь	здесь=ADVB,Prdx
?	?=PNCT
—	—=UNKN
спрашиваю	спрашиваю=VERB,impf,tran,sing,1per,pres,indc
я	я=NPRO,1per,sing,nomn
,	,=PNCT
поднимаясь	поднимаясь=GRND,impf,intr,pres
.	.=PNCT

Литература	литература=NOUN,inan,femn,sing,nomn

•	•=UNKN
Nick	Nick=UNKN
Doll	Doll=UNKN
.	.=PNCT
A	A=UNKN
canoeist's	canoeist's=UNKN
guide	guide=UNKN
to	to=UNKN
the	the=UNKN
North-East	North-East=UNKN
.	.=PNCT
—	—=UNKN
Cicerone	Cicerone=UNKN
Press	Press=UNKN
Limited	Limited=UNKN
,	,=PNCT
1991	1991=UNKN
.	.=PNCT
—	—=UNKN
264	264=UNKN
с	с=PREP
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
1852840668	1852840668=UNKN

•	•=UNKN
John	John=UNKN
Gooders	Gooders=UNKN
,	,=PNCT
Trevor	Trevor=UNKN
Boyer	Boyer=UNKN
.	.=PNCT
Ducks	Ducks=UNKN
of	of=UNKN
Britain	Britain=UNKN
and	and=UNKN
the	the=UNKN
Northern	Northern=UNKN
Hemisphere	Hemisphere=UNKN
.	.=PNCT
—	—=UNKN
London	London=UNKN
:	:=PNCT
Collins	Collins=UNKN
&	&=UNKN
Brown	Brown=UNKN
,	,=PNCT
1997	1997=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
108	108=UNKN
-	-=PNCT
111	111=UNKN
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
1855855704	1855855704=UNKN
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
M	M=UNKN
.	.=PNCT
Guillemette	Guillemette=UNKN
.	.=PNCT
The	The=UNKN
effect	effect=UNKN
of	of=UNKN
time	time=UNKN
and	and=UNKN
digestion	digestion=UNKN
constraints	constraints=UNKN
in	in=UNKN
Common	Common=UNKN
Eiders	Eiders=UNKN
while	while=UNKN
feeding	feeding=UNKN
and	and=UNKN
diving	diving=UNKN
over	over=UNKN
Blue	Blue=UNKN
Mussel	Mussel=UNKN
beds	beds=UNKN
//	//=PNCT
Functional	Functional=UNKN
Ecology	Ecology=UNKN
.	.=PNCT
—	—=UNKN
1998	1998=UNKN
.	.=PNCT
—	—=UNKN
Т	т=UNKN
.	.=PNCT
12	12=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
123	123=UNKN
-	-=PNCT
131	131=UNKN
.	.=PNCT
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
M	M=UNKN
.	.=PNCT
Guillemette	Guillemette=UNKN
,	,=PNCT
J	J=UNKN
.	.=PNCT
Himmelman	Himmelman=UNKN
,	,=PNCT
R	R=UNKN
.	.=PNCT
Ydenberg	Ydenberg=UNKN
.	.=PNCT
The	The=UNKN
role	role=UNKN
of	of=UNKN
energy	energy=UNKN
intake	intake=UNKN
rate	rate=UNKN
in	in=UNKN
prey	prey=UNKN
and	and=UNKN
habitat	habitat=UNKN
selection	selection=UNKN
of	of=UNKN
common	common=UNKN
eiders	eiders=UNKN
Somateria	Somateria=UNKN
mollissima	mollissima=UNKN
in	in=UNKN
winter	winter=UNKN
:	:=PNCT
a	a=UNKN
risk-sensitive	risk-sensitive=UNKN
interpretation	interpretation=UNKN
//	//=PNCT
Journal	Journal=UNKN
of	of=UNKN
Animal	Animal=UNKN
Ecology	Ecology=UNKN
.	.=PNCT
—	—=UNKN
1992	1992=UNKN
.	.=PNCT
—	—=UNKN
Т	т=UNKN
.	.=PNCT
61	61=UNKN
.	.=PNCT
—	—=UNKN
№	№=UNKN
3	3=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
599	599=UNKN
-	-=PNCT
610	610=UNKN
.	.=PNCT
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
Victor	Victor=UNKN
Hugo	Hugo=UNKN
.	.=PNCT
Notre	Notre=UNKN
Dame	Dame=UNKN
De	De=UNKN
Paris	Paris=UNKN
.	.=PNCT
—	—=UNKN
Oxford	Oxford=UNKN
University	University=UNKN
,	,=PNCT
1834	1834=UNKN
.	.=PNCT
—	—=UNKN
702	702=UNKN
с	с=PREP
.	.=PNCT
(	(=PNCT
фр	фр=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
James	James=UNKN
A	A=UNKN
.	.=PNCT
Jobling	Jobling=UNKN
,	,=PNCT
Richard	Richard=UNKN
Fowling	Fowling=UNKN
.	.=PNCT
A	A=UNKN
Dictionary	Dictionary=UNKN
of	of=UNKN
Scientific	Scientific=UNKN
Bird	Bird=UNKN
Names	Names=UNKN
.	.=PNCT
—	—=UNKN
Oxford	Oxford=UNKN
University	University=UNKN
Press	Press=UNKN
,	,=PNCT
1992	1992=UNKN
.	.=PNCT
—	—=UNKN
304	304=UNKN
с	с=PREP
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
0198546343	0198546343=UNKN
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
Carlous	Carlous=UNKN
Linnaeus	Linnaeus=UNKN
Systema	Systema=UNKN
naturae	naturae=UNKN
per	per=UNKN
regna	regna=UNKN
tria	tria=UNKN
naturae	naturae=UNKN
,	,=PNCT
secundum	secundum=UNKN
classes	classes=UNKN
,	,=PNCT
ordines	ordines=UNKN
,	,=PNCT
genera	genera=UNKN
,	,=PNCT
species	species=UNKN
,	,=PNCT
cum	cum=UNKN
characteribus	characteribus=UNKN
,	,=PNCT
differentiis	differentiis=UNKN
,	,=PNCT
synonymis	synonymis=UNKN
,	,=PNCT
locis	locis=UNKN
.	.=PNCT
Tomus	Tomus=UNKN
I	I=UNKN
.	.=PNCT
Editio	Editio=UNKN
decima	decima=UNKN
,	,=PNCT
reformata	reformata=UNKN
.	.=PNCT
—	—=UNKN
Holmiae	Holmiae=UNKN
.	.=PNCT
(	(=PNCT
Laurentii	Laurentii=UNKN
Salvii	Salvii=UNKN
)	)=PNCT
,	,=PNCT
1758	1758=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
190	190=UNKN
.	.=PNCT
(	(=PNCT
швед	швед=NOUN,anim,masc,sing,nomn
.	.=PNCT
)	)=PNCT

•	•=UNKN
Kristiina	Kristiina=UNKN
Mannermaa	Mannermaa=UNKN
.	.=PNCT
Bird	Bird=UNKN
bones	bones=UNKN
from	from=UNKN
Jettböle	Jettböle=UNKN
I	I=UNKN
,	,=PNCT
a	a=UNKN
site	site=UNKN
in	in=UNKN
the	the=UNKN
Neolithic	Neolithic=UNKN
Åland	Åland=UNKN
archipelago	archipelago=UNKN
in	in=UNKN
the	the=UNKN
northern	northern=UNKN
Baltic	Baltic=UNKN
//	//=PNCT
Acta	Acta=UNKN
zoologica	zoologica=UNKN
cracoviensia	cracoviensia=UNKN
.	.=PNCT
—	—=UNKN
2002	2002=UNKN
.	.=PNCT
—	—=UNKN
Т	т=UNKN
.	.=PNCT
45	45=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
85	85=UNKN
-	-=PNCT
98	98=UNKN
.	.=PNCT
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
W	W=UNKN
.	.=PNCT
Somerset	Somerset=UNKN
Maugham	Maugham=UNKN
The	The=UNKN
Moon	Moon=UNKN
And	And=UNKN
Sixpence	Sixpence=UNKN
.	.=PNCT
—	—=UNKN
Dover	Dover=UNKN
Publications	Publications=UNKN
,	,=PNCT
2006	2006=UNKN
.	.=PNCT
—	—=UNKN
176	176=UNKN
с	с=PREP
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
0486446026	0486446026=UNKN
(	(=PNCT
англ	англ=UNKN
.	.=PNCT
)	)=PNCT

•	•=UNKN
J	J=UNKN
.	.=PNCT
Suul	Suul=UNKN
.	.=PNCT
Ærfuglens	Ærfuglens=UNKN
plass	plass=UNKN
i	i=UNKN
norsk	norsk=UNKN
kystkultur	kystkultur=UNKN
og	og=UNKN
historie	historie=UNKN
.	.=PNCT
//	//=PNCT
Vår	Vår=UNKN
Fuglefauna	Fuglefauna=UNKN
.	.=PNCT
—	—=UNKN
1983	1983=UNKN
.	.=PNCT
—	—=UNKN
Т	т=UNKN
.	.=PNCT
10	10=UNKN
.	.=PNCT
—	—=UNKN
№	№=UNKN
3	3=UNKN
.	.=PNCT
—	—=UNKN
С	с=PREP
.	.=PNCT
203	203=UNKN
-	-=PNCT
210	210=UNKN
.	.=PNCT
(	(=PNCT
фин	фин=UNKN
.	.=PNCT
)	)=PNCT

3	3=UNKN
в	в=PREP
1	1=UNKN
.	.=PNCT
Жажда	жажда=NOUN,inan,femn,sing,nomn

44-й	44-й=UNKN
,	,=PNCT
пошел	пошёл=VERB,perf,intr,masc,sing,past,indc
!	!=PNCT

Более	более=ADVB
300	300=UNKN
экземпляров	экземпляр=NOUN,inan,masc,plur,gent
проданы	продан=PRTS,perf,past,pssv,plur
.	.=PNCT

За	за=PREP
неделю	неделя=NOUN,inan,femn,sing,accs
унция	унция=NOUN,inan,femn,sing,nomn
золота	золото=NOUN,inan,neut,Sgtm,sing,gent
подорожала	подорожал=VERB,perf,intr,femn,sing,past,indc
с	с=PREP
921,6	921,6=UNKN
до	до=PREP
952,1	952,1=UNKN
доллара	доллар=NOUN,inan,masc,sing,gent
.	.=PNCT

Таблица	таблица=NOUN,inan,femn,sing,nomn
1	1=UNKN
.	.=PNCT

Таблица	таблица=NOUN,inan,femn,sing,nomn
2	2=UNKN
.	.=PNCT

Астропрогноз	астропрогноз=UNKN
на	на=PREP
6	6=UNKN
—	—=UNKN
12	12=UNKN
сентября	сентябрь=NOUN,inan,masc,sing,gent

На	на=PREP
iPhone	iPhone=UNKN
эта	этот=ADJF,Apro,femn,sing,nomn
программа	программа=NOUN,inan,femn,sing,nomn
называется	называюсь=VERB,impf,intr,sing,3per,pres,indc
WrittingPad	WrittingPad=UNKN
.	.=PNCT

Они	они=NPRO,3per,plur,nomn
являются	являюсь=VERB,impf,intr,plur,3per,pres,indc
собственностью	собственность=NOUN,inan,femn,sing,ablt
народа	народ=NOUN,inan,masc,sing,gen1
.	.=PNCT

История	история=NOUN,inan,femn,sing,nomn

Эпоха	эпоха=NOUN,inan,femn,sing,nomn
Басби	басби=UNKN
(	(=PNCT
1945	1945=UNKN
—	—=UNKN
1969	1969=UNKN
)	)=PNCT

1969	1969=UNKN
—	—=UNKN
1986	1986=UNKN

На	на=PREP
замену	замена=NOUN,inan,femn,sing,accs
французскому	французский=ADJF,masc,sing,datv
форварду	форвард=NOUN,anim,masc,sing,datv
был	есть=VERB,impf,intr,masc,sing,past,indc
приобретён	приобретён=PRTS,perf,past,pssv,masc,sing
Тедди	тедди=UNKN
Шерингем	шерингем=UNKN
,	,=PNCT
а	а=CONJ
футболка	футболка=NOUN,inan,femn,sing,nomn
с	с=PREP
номером	номер=NOUN,inan,masc,sing,ablt
«	«=UNKN
7	7=UNKN
»	»=UNKN
перешла	перешёл=VERB,perf,tran,femn,sing,past,indc
к	к=PREP
Дэвиду	дэвид=NOUN,anim,masc,Name,sing,datv
Бекхэму	бекхэму=UNKN
.	.=PNCT

Архитектором	архитектор=NOUN,anim,masc,sing,ablt
стадиона	стадион=NOUN,inan,masc,sing,gent
стал	стал=VERB,perf,intr,masc,sing,past,indc
Арчибальд	арчибальд=NOUN,anim,masc,Name,sing,nomn
Лейтч	лейтч=UNKN
.	.=PNCT

Болельщики	болельщик=NOUN,anim,masc,plur,nomn

Владельцы	владелец=NOUN,anim,masc,plur,nomn
клуба	клуб=NOUN,inan,masc,sing,gent

Спонсоры	спонсор=NOUN,anim,masc,plur,nomn

•	•=UNKN
Владелец	владелец=NOUN,anim,masc,sing,nomn
:	:=PNCT
Семья	семья=NOUN,inan,femn,sing,nomn
Глейзеров	глейзеров=UNKN
(	(=PNCT
Red	Red=UNKN
Football	Football=UNKN
Shareholder	Shareholder=UNKN
Limited	Limited=UNKN
)	)=PNCT

•	•=UNKN
1907	1907=UNKN
/	/=PNCT
08	08=UNKN
,	,=PNCT
1910	1910=UNKN
/	/=PNCT
11	11=UNKN
,	,=PNCT
1951	1951=UNKN
/	/=PNCT
52	52=UNKN
,	,=PNCT
1955	1955=UNKN
/	/=PNCT
56	56=UNKN
,	,=PNCT
1956	1956=UNKN
/	/=PNCT
57	57=UNKN
,	,=PNCT
1964	1964=UNKN
/	/=PNCT
65	65=UNKN
,	,=PNCT
1966	1966=UNKN
/	/=PNCT
67	67=UNKN
,	,=PNCT
1992	1992=UNKN
/	/=PNCT
93	93=UNKN
,	,=PNCT
1993	1993=UNKN
/	/=PNCT
94	94=UNKN
,	,=PNCT
1995	1995=UNKN
/	/=PNCT
96	96=UNKN
,	,=PNCT
1996	1996=UNKN
/	/=PNCT
97	97=UNKN
,	,=PNCT
1998	1998=UNKN
/	/=PNCT
99	99=UNKN
,	,=PNCT
1999	1999=UNKN
/	/=PNCT
00	00=UNKN
,	,=PNCT
2000	2000=UNKN
/	/=PNCT
01	01=UNKN
,	,=PNCT
2002	2002=UNKN
/	/=PNCT
03	03=UNKN
,	,=PNCT
2006	2006=UNKN
/	/=PNCT
07	07=UNKN
,	,=PNCT
2007	2007=UNKN
/	/=PNCT
08	08=UNKN
,	,=PNCT
2008	2008=UNKN
/	/=PNCT
09	09=UNKN
,	,=PNCT
2010	2010=UNKN
/	/=PNCT
11	11=UNKN

•	•=UNKN
1935	1935=UNKN
/	/=PNCT
36	36=UNKN
,	,=PNCT
1974	1974=UNKN
/	/=PNCT
75	75=UNKN

•	•=UNKN
1909	1909=UNKN
,	,=PNCT
1948	1948=UNKN
,	,=PNCT
1963	1963=UNKN
,	,=PNCT
1977	1977=UNKN
,	,=PNCT
1983	1983=UNKN
,	,=PNCT
1985	1985=UNKN
,	,=PNCT
1990	1990=UNKN
,	,=PNCT
1994	1994=UNKN
,	,=PNCT
1996	1996=UNKN
,	,=PNCT
1999	1999=UNKN
,	,=PNCT
2004	2004=UNKN

•	•=UNKN
1992	1992=UNKN
,	,=PNCT
2006	2006=UNKN
,	,=PNCT
2009	2009=UNKN
,	,=PNCT
2010	2010=UNKN

•	•=UNKN
1908	1908=UNKN
,	,=PNCT
1911	1911=UNKN
,	,=PNCT
1952	1952=UNKN
,	,=PNCT
1956	1956=UNKN
,	,=PNCT
1957	1957=UNKN
,	,=PNCT
1965	1965=UNKN
*	*=UNKN
,	,=PNCT
1967	1967=UNKN
*	*=UNKN
,	,=PNCT
1977	1977=UNKN
*	*=UNKN
,	,=PNCT
1983	1983=UNKN
,	,=PNCT
1990	1990=UNKN
*	*=UNKN
,	,=PNCT
1993	1993=UNKN
,	,=PNCT
1994	1994=UNKN
,	,=PNCT
1996	1996=UNKN
,	,=PNCT
1997	1997=UNKN
,	,=PNCT
2003	2003=UNKN
,	,=PNCT
2007	2007=UNKN
,	,=PNCT
2008	2008=UNKN
,	,=PNCT
2010	2010=UNKN

•	•=UNKN
Победитель	победитель=NOUN,anim,masc,sing,nomn
(	(=PNCT
3	3=UNKN
)	)=PNCT
:	:=PNCT
1968	1968=UNKN
,	,=PNCT
1999	1999=UNKN
,	,=PNCT
2008	2008=UNKN

•	•=UNKN
Финалист	финалист=NOUN,anim,masc,sing,nomn
(	(=PNCT
2	2=UNKN
)	)=PNCT
:	:=PNCT
2009	2009=UNKN
,	,=PNCT
2011	2011=UNKN

•	•=UNKN
1991	1991=UNKN

•	•=UNKN
1991	1991=UNKN

•	•=UNKN
1999	1999=UNKN

•	•=UNKN
2008	2008=UNKN

•	•=UNKN
Денис	денис=NOUN,anim,masc,Name,sing,nomn
Лоу	лоу=UNKN
—	—=UNKN
1964	1964=UNKN

•	•=UNKN
Криштиану	криштиану=UNKN
Роналду	роналду=UNKN
—	—=UNKN
2008	2008=UNKN

•	•=UNKN
Дэвид	дэвид=NOUN,anim,masc,Name,sing,nomn
Бекхэм	бекхэм=UNKN
—	—=UNKN
1999	1999=UNKN

•	•=UNKN
Криштиану	криштиану=UNKN
Роналду	роналду=UNKN
—	—=UNKN
2008	2008=UNKN

•	•=UNKN
Криштиану	криштиану=UNKN
Роналду	роналду=UNKN
—	—=UNKN
2008	2008=UNKN

•	•=UNKN
Нобби	нобби=UNKN
Стайлз	стайлз=UNKN
—	—=UNKN
1966	1966=UNKN

•	•=UNKN
Джон	джон=NOUN,anim,masc,Name,sing,nomn
Коннелли	коннелли=UNKN
—	—=UNKN
1966	1966=UNKN

Чемпионы	чемпион=NOUN,anim,masc,plur,nomn
Европы	европа=NOUN,inan,femn,Sgtm,Geox,sing,gent

•	•=UNKN
Петер	петер=NOUN,anim,masc,Name,sing,nomn
Шмейхель	шмейхель=UNKN
—	—=UNKN
1992	1992=UNKN

•	•=UNKN
Фабьен	фабьен=UNKN
Бартез	бартез=UNKN
—	—=UNKN
2000	2000=UNKN

•	•=UNKN
Брайан	брайан=NOUN,anim,masc,Name,sing,nomn
Робсон	робсон=UNKN

•	•=UNKN
Нобби	нобби=UNKN
Стайлз	стайлз=UNKN

•	•=UNKN
Дункан	дункан=UNKN
Эдвардс	эдвардс=UNKN

•	•=UNKN
Денис	денис=NOUN,anim,masc,Name,sing,nomn
Лоу	лоу=UNKN

•	•=UNKN
Петер	петер=NOUN,anim,masc,Name,sing,nomn
Шмейхель	шмейхель=UNKN

•	•=UNKN
Райан	райан=UNKN
Гиггз	гиггз=UNKN

•	•=UNKN
Эрик	эрик=NOUN,anim,masc,Name,sing,nomn
Кантона	кантон=NOUN,inan,masc,sing,gent

•	•=UNKN
Дэвид	дэвид=NOUN,anim,masc,Name,sing,nomn
Бекхэм	бекхэм=UNKN

•	•=UNKN
Брайан	брайан=NOUN,anim,masc,Name,sing,nomn
Робсон	робсон=UNKN

•	•=UNKN
Нобби	нобби=UNKN
Стайлз	стайлз=UNKN

•	•=UNKN
Тедди	тедди=UNKN
Шерингем	шерингем=UNKN

•	•=UNKN
Дункан	дункан=UNKN
Эдвардс	эдвардс=UNKN

•	•=UNKN
Петер	петер=NOUN,anim,masc,Name,sing,nomn
Шмейхель	шмейхель=UNKN

•	•=UNKN
Денис	денис=NOUN,anim,masc,Name,sing,nomn
Лоу	лоу=UNKN

•	•=UNKN
Райан	райан=UNKN
Гиггз	гиггз=UNKN

•	•=UNKN
Марк	марк=NOUN,anim,masc,Name,sing,nomn
Хьюз	хьюз=UNKN

•	•=UNKN
Эрик	эрик=NOUN,anim,masc,Name,sing,nomn
Кантона	кантон=NOUN,inan,masc,sing,gent

Литература	литература=NOUN,inan,femn,sing,nomn

•	•=UNKN
The	The=UNKN
Official	Official=UNKN
Manchester	Manchester=UNKN
United	United=UNKN
Illustrated	Illustrated=UNKN
Encyclopedia	Encyclopedia=UNKN
.	.=PNCT
—	—=UNKN
3rd	3rd=UNKN
.	.=PNCT
—	—=UNKN
London	London=UNKN
:	:=PNCT
Manchester	Manchester=UNKN
United	United=UNKN
Books	Books=UNKN
,	,=PNCT
2001	2001=UNKN
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
0-233-99964-7	0-233-99964-7=UNKN

•	•=UNKN
Case	Case=UNKN
9	9=UNKN
:	:=PNCT
Manchester	Manchester=UNKN
United	United=UNKN
:	:=PNCT
the	the=UNKN
commercial	commercial=UNKN
development	development=UNKN
of	of=UNKN
a	a=UNKN
global	global=UNKN
football	football=UNKN
brand	brand=UNKN
//	//=PNCT
International	International=UNKN
Cases	Cases=UNKN
in	in=UNKN
the	the=UNKN
Business	Business=UNKN
of	of=UNKN
Sport	Sport=UNKN
.	.=PNCT
—	—=UNKN
Oxford	Oxford=UNKN
:	:=PNCT
Butterworth-Heinemann	Butterworth-Heinemann=UNKN
,	,=PNCT
2008	2008=UNKN
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
978-0-7506-8543-6	978-0-7506-8543-6=UNKN

•	•=UNKN
Murphy	Murphy=UNKN
Alex	Alex=UNKN
The	The=UNKN
Official	Official=UNKN
Illustrated	Illustrated=UNKN
History	History=UNKN
of	of=UNKN
Manchester	Manchester=UNKN
United	United=UNKN
.	.=PNCT
—	—=UNKN
London	London=UNKN
:	:=PNCT
Orion	Orion=UNKN
Books	Books=UNKN
,	,=PNCT
2006	2006=UNKN
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
0-75287-603-1	0-75287-603-1=UNKN

•	•=UNKN
The	The=UNKN
Hamlyn	Hamlyn=UNKN
Illustrated	Illustrated=UNKN
History	History=UNKN
of	of=UNKN
Manchester	Manchester=UNKN
United	United=UNKN
1878	1878=UNKN
–	–=UNKN
1996	1996=UNKN
.	.=PNCT
—	—=UNKN
5th	5th=UNKN
.	.=PNCT
—	—=UNKN
London	London=UNKN
:	:=PNCT
Hamlyn	Hamlyn=UNKN
,	,=PNCT
1996	1996=UNKN
.	.=PNCT
—	—=UNKN
ISBN	ISBN=UNKN
